MQTTAbsDeltaLengthVariance,MQTTDeltaLengthVariance,MQTTLengthMax,MQTTLengthVariance,MsgLengthMax,MsgLengthMean,MsgLengthMedian,MsgLengthMin,MsgLengthMode,QoS,bwdMQTTAbsDeltaLengthVariance,bwdMQTTDeltaLengthVariance,bwdMQTTLengthVariance,bwdMsgDeltaLengthVariance,bwdPacketAbsDeltaLengthVariance,bwdPacketDeltaLengthKurtosis,bwdPacketDeltaLengthVariance,bwdPacketDeltaTimeKurtosis,bwdPacketLengthKurtosis,bwdPacketLengthMean,bwdPacketLengthSkewness,bwdPacketLengthStd,bwdPacketLengthVariance,bwdPacketsCount,bwdpacketsRate,clientIDLen,connackCount,connackPercentage,connectPercentage,disconnectPercentage,duration,fwdMQTTAbsDeltaLengthVariance,fwdMQTTDeltaLengthVariance,fwdMQTTLengthVariance,fwdMsgAbsDeltaLengthVariance,fwdMsgDeltaLengthVariance,fwdMsgLengthVariance,fwdPacketAbsDeltaLengthVariance,fwdPacketDeltaLengthVariance,fwdPacketDeltaTimeKurtosis,fwdPacketLengthKurtosis,fwdPacketLengthMean,fwdPacketLengthSkewness,fwdPacketLengthStd,fwdPacketLengthVariance,fwdTobwdPacketRatio,fwdpacketsRate,interPublishTimeMean,interPublishTimeSkewness,interPublishTimeStd,keepAlive,log_data-ranges_avg,log_data-ranges_std_deviation,log_data-types,log_data-types_count,log_interval-messages,log_messages_count,network_fragmentation-score,network_header-length_avg,network_header-length_std_deviation,network_interval-packets,network_ip-flags_avg,network_ip-flags_max,network_ip-flags_std_deviation,network_ip-length_avg,network_ip-length_max,network_ip-length_min,network_ip-length_std_deviation,network_ips_all_count,network_ips_src_count,network_mss_avg,network_mss_std_deviation,network_packet-size_min,network_packets_all_count,network_packets_src_count,network_payload-length_std_deviation,network_ports_all_count,network_ports_dst_count,network_protocols_all_count,network_protocols_dst_count,network_protocols_src_count,network_tcp-flags-ack_count,network_tcp-flags-fin_count,network_tcp-flags-syn_count,network_tcp-flags-urg_count,network_tcp-flags_avg,network_tcp-flags_max,network_tcp-flags_min,network_tcp-flags_std_deviation,network_time-delta_avg,network_time-delta_max,network_time-delta_min,network_time-delta_std_deviation,network_ttl_avg,network_ttl_max,network_ttl_min,network_ttl_std_deviation,network_window-size_avg,network_window-size_max,network_window-size_min,network_window-size_std_deviation,packetAbsDeltaLengthVariance,packetDeltaLengthKurtosis,packetDeltaLengthSkewness,packetDeltaLengthVariance,packetLengthKurtosis,packetLengthMax,packetLengthMean,packetLengthMedian,packetLengthMin,packetLengthSkewness,packetLengthVariance,passwordLen,pingreqPercentage,pingrespPercentage,protocolName,protocolNameLength,pubackCount,pubackPercentage,publishPercentage,pubrecCount,pubrecPercentage,pubrelCount,pubrelPercentage,subackCount,subackPercentage,subscribeCount,subscribePercentage,topicLen,totalMQTTDeltaLength,totalMsgDeltaLengthRate,totalMsgLength,totalPacketAbsDeltaLength,totalPacketDeltaLength,totalPacketLength,totalbwdMQTTAbsDeltaLength,totalbwdMQTTDeltaLength,totalbwdMQTTLengthRate,totalbwdMsgAbsDeltaLength,totalbwdMsgDeltaLength,totalbwdPacketAbsDeltaLength,totalbwdPacketDeltaLength,totalfwdMQTTAbsDeltaLength,totalfwdMQTTDeltaLength,totalfwdMQTTLength,totalfwdMsgAbsDeltaLength,totalfwdMsgDeltaLength,totalfwdMsgDeltaLengthRate,totalfwdPacketAbsDeltaLength,totalfwdPacketDeltaLength,totalfwdPacketLength,unsubackPercentage,unsubscribeCount,usernameLen,label_binary,label_multiclass,label_name,source
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22931171794013436,-0.08847001490595297,0.46267624277932,-0.44339975239241497,-0.37507859576871033,-0.2840690895784908,-0.26787739324697724,0.2154625322407266,-0.03910175246184094,-0.39143834296715113,0.09453538738520681,0.5676552701365557,1.4111515916561022,-0.47448116410882357,-0.7231310366356226,-0.2947736168691256,-0.6311632464216602,-0.327018026609251,-0.4616889158387004,1.2238931701371853,-0.060945633643736334,-0.2261028163733837,-0.3754925332759876,0.041299635644384484,-0.6625944998690723,-0.3647195377658658,-0.1146482078439312,-0.611838455924894,-0.2877051584394503,-0.33656009164637535,-0.061621686174803285,-0.14497109045705858,-0.037686935155750244,-0.045228942466216275,-0.1568998542968715,-0.02656292233545824,-0.5989774018387292,0.42115969651291557,-0.5252191868057678,-0.08460850131251342,-0.15644230769585876,-0.5981784112364227,-0.732688130267991,-1.2334082817659575,-0.5975754522062258,-0.608364026546035,-0.8451811632591145,-1.2757520641876485,-0.2995518194933512,-1.0110883352181157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,recon,cic
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.127839202308355,-0.08847001490595297,-3.2234261443586267,3.4322677152216543,-0.3720689086542945,0.7520331449865134,-0.26787739324697724,0.2154625322407266,-0.03910175246184094,-0.39264653404330235,1.3693017759618151,0.5676552701365557,-0.6866487242780218,-0.4975729051240785,-0.506570716822174,-0.3360245875447586,-0.6342100193873316,-0.327018026609251,-0.4616889158387004,-0.8182187050171618,-0.060945633643736334,-0.2261028163733837,2.0603454905413354,-0.17732310842112398,-0.6601985677086762,-0.3729248106814824,-0.17830430401837838,0.8327965504206265,0.22086546747445407,0.7792374431370409,-0.19082899178282225,-0.14497109045705858,-0.17464918391290044,-0.045228942466216275,0.9256868517091321,0.010972930476288986,1.385080844647128,-0.021753306031254898,-0.5333250051060373,-0.5078739558123101,-0.1564426580385896,-0.6588900072630732,-0.5856408763116291,0.7751190840881389,-0.0906554420771202,-0.547524528521981,1.3016758124511272,0.7788461279533223,0.7954007447275487,1.1264171360952488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,dos,cic
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22931171794013436,-0.08847001490595297,0.46267624277932,-0.44339975239241497,-0.37507859576871033,-0.2840690895784908,-0.26787739324697724,0.2154625322407266,-0.03910175246184094,-0.37980342867867967,1.377353808789005,0.5676552701365557,-0.8585150654266942,-0.4410494196489931,0.1085333848328311,-0.2947736168691256,-0.5224298397060422,-0.28750532726445927,-0.3671786740511733,1.2238931701371853,-0.060945633643736334,-0.2261028163733837,-0.4566032924105618,-0.20864592145261757,-0.5460012985300285,-0.34229815247319234,-0.06387489303812215,-0.13029345380972054,-0.2877051584394503,0.22133867574533278,-0.1777444871291515,-0.14497109045705858,-0.1608616508713473,-0.045228942466216275,-0.1511260585315061,-0.02656292233545824,-0.5989774018387292,0.4211711573839723,-0.4412730921551819,-0.30341436812479017,-0.15644172379130739,-0.47256225240609245,-0.597857592721647,-1.2334082817659575,-0.0906554420771202,-0.8340522427027133,1.1299147793211122,0.7850072820351388,-0.2995518194933512,1.3454199686267343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,malware,cic
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22931171794013436,-0.08847001490595297,0.46267624277932,-0.44339975239241497,-0.37507859576871033,-0.2840690895784908,-0.26787739324697724,0.2154625322407266,-0.03910175246184094,-0.30759876723915447,0.5840572250933569,0.5676552701365557,1.2338727246988506,-0.18109502133586236,1.5562118252664305,-0.2947736168691256,0.9563303726096413,-0.08994183054050034,0.6724339856116244,1.2238931701371853,-0.060945633643736334,-0.2261028163733837,-0.46437880014422284,-0.23273751090148165,0.9922728998267497,-0.4119475621057524,-0.22182428813764327,0.8327965504206265,1.2380067193022628,1.337136210528749,-0.18704824942616904,-0.1449033116776854,-0.1745396141138947,-0.045228942466216275,0.8544310838216034,0.010972930476288986,-0.5989774018387292,0.024718084789733648,-0.3706772116331048,-0.3382503803352791,-0.15644172379130739,-0.3746401222873336,0.3967202522621936,0.7751190840881389,-0.14697988764702083,1.3204697873236293,0.7070676054572345,0.8272225970401772,-0.2995518194933512,1.1698580277016626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,malware,cic
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22931171794013436,-0.08847001490595297,0.46267624277932,-0.44339975239241497,-0.37507859576871033,-0.2840690895784908,-0.26787739324697724,0.2154625322407266,-0.03910175246184094,-0.3926671424343525,1.3735802862438433,0.5676552701365557,-0.7605179969928448,-0.4977075168196569,-0.7122120289139361,-0.3360245875447586,-0.6361632270701137,-0.28750532726445927,-0.2726684322636463,-0.8182187050171618,-0.060945633643736334,-0.2261028163733837,4.026793162968841,-0.1775104458196377,-0.6625944998690723,-0.3086183694590914,-0.10403885848152335,2.277431556766147,2.255147971130072,-0.8944588590380835,-0.1908986828861707,-0.14497109045705858,-0.17464918391290044,-0.045228942466216275,-1.4672307266033973,-0.21424218639419437,-0.8824142941938515,-0.37609287676343667,-0.5337539184409921,-0.7489646864158495,-0.1564426580385896,-0.6622830120269017,-0.5910055895729082,0.7751190840881389,-0.0906554420771202,-0.6192875758250667,-0.8773489587673277,-1.3091331318055324,-0.2995518194933512,-1.049259514236691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,ddos,cic
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22925585973568732,-0.06237326740786473,-1.3803749507896534,3.4322677152216543,2.651161797776427,1.0110587036277645,-0.26787739324697724,0.2154625322407266,-0.03910175246184094,0.7392509346466085,0.5272723874428701,0.5676552701365557,1.2743410681012979,-0.42911803172040835,-0.6894640961604226,-0.2947736168691256,-0.5506503144078216,-0.3467743762816469,-0.5561991576262275,-0.8182187050171618,-0.060945633643736334,-0.3125910894075644,-0.46567270267532973,-0.23685893366878344,-0.5691779165248869,-0.4127108433072051,-0.2235564268090568,-0.611838455924894,-0.7962757843533547,-0.8944588590380835,-0.19063734124861403,-0.14497109045705858,-0.17464918391290044,-0.045228942466216275,0.7661590131549636,0.010972930476288986,1.385080844647128,-0.042018325686828825,-0.23322046172425465,-0.43966296762774254,-0.15644557756134658,-0.14702430025413762,0.4701579717006561,0.7751190840881389,-0.0906554420771202,1.3575518051069504,1.9071149668271277,0.7781941539764106,0.7803802909798825,1.0040265228871166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,benign,cic
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22931171794013436,-0.08847001490595297,-1.9947253486459777,1.4944339814146195,-0.37507859576871033,-0.1545563102578653,-0.26787739324697724,0.2154625322407266,-0.03910175246184094,0.5559355189976679,0.7402155286321953,0.5676552701365557,1.0906153344916272,-0.38111859983414603,-0.686734344230001,-0.2947736168691256,-0.5527859576788452,-0.30726167693685513,-0.3671786740511733,-0.8182187050171618,-0.060945633643736334,-0.2261028163733837,-0.46572711913691833,-0.23693386862818894,-0.6239278659814907,-0.4127108433072051,-0.2235564268090568,0.35125154830545297,0.22086546747445407,0.22133867574533278,-0.19086383733449647,-0.14497109045705858,-0.17464918391290044,-0.045228942466216275,0.9256868517091321,0.010972930476288986,1.385080844647128,-0.021753306031254898,0.29756960117811504,0.053854635791306386,-0.15642514090204776,0.8251580823145672,1.0041657539118072,0.7751190840881389,-0.0906554420771202,1.4904948831204363,1.275803857670037,0.779432904532543,0.6324865925413227,1.1586245313815813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,recon,cic
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22931171794013436,-0.08847001490595297,0.46267624277932,-0.44339975239241497,-0.37507859576871033,-0.2840690895784908,-0.26787739324697724,0.2154625322407266,-0.03910175246184094,-0.3779990059941189,0.0908900279032824,0.5676552701365557,1.4111052457314939,-0.4735695573521545,-0.44833600897317943,-0.2947736168691256,-0.6007683876436192,-0.327018026609251,-0.5561991576262275,1.2238931701371853,-0.060945633643736334,-0.2261028163733837,-0.45766743654829456,-0.21216786454467546,-0.61955061519651,-0.3809869683718267,-0.15470391462036906,-0.611838455924894,-0.7962757843533547,-0.33656009164637535,-0.17934738250616578,-0.14497109045705858,-0.1623225815247569,-0.045228942466216275,-0.16078357342155672,-0.02656292233545824,-0.5989774018387292,0.42113909238902103,-0.3384400252680024,0.36815624461005475,-0.15644172379130739,-0.48592156358329225,-0.7314571529818955,-1.2334082817659575,-0.5975754522062258,-0.6092537011838666,-0.8450657630958563,-1.2757520641876485,-0.2995518194933512,-1.0110893217106378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,recon,cic
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22931171794013436,-0.08847001490595297,0.46267624277932,-0.44339975239241497,-0.37507859576871033,-0.2840690895784908,-0.26787739324697724,0.2154625322407266,-0.03910175246184094,-0.36565542398285783,1.2579398482062416,0.5676552701365557,0.035240598175911186,1.3403868348682437,1.3560300170355115,-0.3360245875447586,0.32600766337711273,0.6607994570105434,3.7912719646000173,1.2238931701371853,-0.060945633643736334,-0.2261028163733837,-0.46141612612439864,-0.23367419789405025,0.34539885251546776,-0.35951968458096917,-0.1615242106390598,3.240521560996494,3.2722892229578804,3.0108325127038733,-0.19034115405938312,-0.14497109045705858,-0.1746126606465652,-0.045228942466216275,0.827154951425675,0.010972930476288986,-0.5989774018387292,0.12890526953475898,-0.33688722976108804,-0.4294346131673701,-0.15644172379130739,-0.4339343794922425,-0.5845276051554719,0.7751190840881389,-0.44737693068649076,-0.4773212966996601,-0.4193238257981782,0.8272225970401772,-0.2995518194933512,0.2847901585334198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,malware,cic
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22931171794013436,-0.08847001490595297,0.46267624277932,-0.44339975239241497,-0.37507859576871033,-0.2840690895784908,-0.26787739324697724,0.2154625322407266,-0.03910175246184094,-0.33723691734540123,0.8842290981070569,0.5676552701365557,0.9094278874520524,-0.2512254332767589,1.4724994327335008,-0.2947736168691256,0.47560490914097614,-0.07018548086810446,0.7669442273991514,1.2238931701371853,-0.060945633643736334,-0.2261028163733837,-0.46364720104953155,-0.23041452715991156,0.4945512040900996,-0.41151821642993525,-0.22084996013497316,1.3143415525358,1.7465773452161673,1.8950349779204572,-0.185009784653227,-0.1448355328983122,-0.17450309084755947,-0.045228942466216275,0.8463866761487752,0.010972930476288986,-0.5989774018387292,0.02159046559553769,-0.3160744322133285,-0.267512729013337,-0.15644172379130739,-0.2826810983708034,0.020397460278074937,0.7751190840881389,-0.35350285473665644,1.0047249466723016,0.15872821925834601,0.8272225970401772,-0.2995518194933512,0.9425557869013579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,malware,cic
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22931171794013436,-0.08847001490595297,0.46267624277932,-0.44339975239241497,-0.37507859576871033,-0.2840690895784908,-0.26787739324697724,0.2154625322407266,-0.03910175246184094,-0.39227272748755354,1.3790449522001709,0.5676552701365557,-0.9815859469098791,-0.47466448195736255,-0.7231310366356226,-0.2947736168691256,-0.6311646503108036,-0.3467743762816469,-0.5561991576262275,1.2238931701371853,-0.060945633643736334,-0.2261028163733837,-0.18321498938939826,0.6540053312233494,-0.6625944998690723,0.4773227426617488,1.7084277438188074,-0.611838455924894,-0.7962757843533547,-0.33656009164637535,0.20893659979970136,-0.14497109045705858,0.24427268095230292,-0.045228942466216275,-0.16608371367006994,-0.04533084874133185,-0.3155405094836066,0.24387321876035029,-0.5337517704890228,-0.7494993790985772,-0.15644242447676904,-0.6623336348886494,-0.597857592721647,-1.2334082817659575,-0.0906554420771202,-0.8340522427027133,0.01879903892525072,-0.35725112551431815,-0.2995518194933512,0.03905862200294879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,ddos,cic
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448318124757964,0.11507055706072473,-1.9947253486459777,1.4944339814146195,2.654171484890843,1.0110587036277645,-0.26787739324697724,0.2154625322407266,-0.03910175246184094,-0.16481966650119373,-0.8646486330141818,0.5676552701365557,0.5843849902330874,-0.46669174652919965,-0.7067525250530928,-0.2947736168691256,-0.6105319371131503,-0.327018026609251,-0.4616889158387004,1.2238931701371853,-0.060945633643736334,-0.2261028163733837,-0.4652555098031504,-0.23547263691978193,-0.6300728414281879,-0.4111365758292089,-0.22009214946622974,-0.13029345380972054,-0.2877051584394503,0.22133867574533278,-0.190010121318478,-0.14497109045705858,-0.1740830732847042,-0.045228942466216275,0.1115112366491374,0.010972930476288986,-0.5989774018387292,0.4166497525971774,1.5920487976167152,1.6254366540146186,-0.15644160701039708,1.567372503054855,0.8928771955452386,0.7751190840881389,-0.5975754522062258,1.6576827958821199,-0.18769842571258777,0.7795958980267709,-0.10236022157527146,0.4331445621878791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,recon,cic
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22931171794013436,-0.08847001490595297,0.46267624277932,-0.44339975239241497,-0.37507859576871033,-0.2840690895784908,-0.26787739324697724,0.2154625322407266,-0.03910175246184094,-0.37507079096398166,1.3765949831740232,0.5676552701365557,-0.8334771504175821,-0.4400000256975768,0.1085333848328311,-0.2947736168691256,-0.501867020569234,-0.26774897759206334,-0.2726684322636463,1.2238931701371853,-0.060945633643736334,-0.2261028163733837,-0.4594208558661497,-0.21737584422335682,-0.5222812225007823,-0.3636223210387775,-0.1122665171707376,-0.13029345380972054,-0.2877051584394503,0.22133867574533278,-0.1818214166750356,-0.14497109045705858,-0.16513487303257038,-0.045228942466216275,-0.1511260585315061,-0.02656292233545824,-0.5989774018387292,0.4211711573839723,-0.44704190353628104,-0.3336741746156301,-0.15644172379130739,-0.5193935196019603,-0.597857592721647,-1.2334082817659575,-0.0906554420771202,-0.8340522427027133,1.1299147793211122,0.7850072820351388,-0.2995518194933512,1.3454199686267343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,malware,cic
