log_data-ranges_avg,log_data-ranges_std_deviation,log_data-types,log_data-types_count,log_interval-messages,log_messages_count,network_fragmentation-score,network_header-length_avg,network_header-length_std_deviation,network_interval-packets,network_ip-flags_avg,network_ip-flags_max,network_ip-flags_std_deviation,network_ip-length_avg,network_ip-length_max,network_ip-length_min,network_ip-length_std_deviation,network_ips_all_count,network_ips_src_count,network_mss_avg,network_mss_std_deviation,network_packet-size_min,network_packets_all_count,network_packets_src_count,network_payload-length_std_deviation,network_ports_all_count,network_ports_dst_count,network_protocols_all_count,network_protocols_dst_count,network_protocols_src_count,network_tcp-flags-ack_count,network_tcp-flags-fin_count,network_tcp-flags-syn_count,network_tcp-flags-urg_count,network_tcp-flags_avg,network_tcp-flags_max,network_tcp-flags_min,network_tcp-flags_std_deviation,network_time-delta_avg,network_time-delta_max,network_time-delta_min,network_time-delta_std_deviation,network_ttl_avg,network_ttl_max,network_ttl_min,network_ttl_std_deviation,network_window-size_avg,network_window-size_max,network_window-size_min,network_window-size_std_deviation,label
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,28.121387283236995,1.152941176470588,2.0,0.9882352941176472,132.12941176470588,2617.0,40.0,373.6711132796513,14,14,0.0,0.0,60.0,174,90,371.5949789403813,15,15,4,4,3,170,0,0,0,19.858823529411765,24.0,16.0,3.9975078741826473,0.0150740390632183,0.26518553,2.9e-08,0.0376512013893753,144.71764705882353,255.0,61.0,94.53024561292612,31955.711764705884,65535.0,660.0,30537.00312820848,bruteforce
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,252.875,1.1428571428571428,2.0,0.989743318610787,102.85714285714286,216.0,84.0,46.190378006768505,3,2,0.0,0.0,60.0,9,5,0.0,2,1,2,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0055942241111111,0.017880453,0.0004145,0.0058141767689438,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,ddos
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.0096780193560387,7.742245173677916e-06,2.0,0.0039350260996587,40.00008516469691,62.0,40.0,0.0432852870967348,8,8,0.0,0.0,60.0,516676,2917,0.0432852870962461,65916,2880,3,2,3,2909,0,0,0,0.1126109560511452,24.0,0.0,1.4965499555721256,9.673296702382153e-06,0.000515303,2.5e-08,5.19258146481426e-05,65.07469524587435,255.0,64.0,14.286770876951048,541.6847009364245,64055.0,512.0,410.81917036140015,ddos
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,3.736526946107785,1.6167883211678833,2.0,0.7871290662089058,88.12043795620438,2443.0,40.0,217.98854876462875,225,42,1460.0,0.0,60.0,1337,1049,217.5188928308186,83,79,7,6,7,481,9,70,0,17.664835164835164,24.0,2.0,6.703515128849901,0.0007568383694839,0.014442439,2.9e-08,0.0017521289943376,100.27737226277372,255.0,61.0,74.91028502051051,18842.686813186818,65535.0,0.0,28014.338307460424,malware
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,2.774694783573807,1.953617810760668,2.0,0.3010200508272342,54.570500927643785,720.0,40.0,38.11604853311471,218,33,1460.0,0.0,60.0,1803,1254,37.23504418917674,710,703,5,4,5,682,27,401,0,13.242056074766356,24.0,2.0,8.696992039717623,0.0014515064536882,0.03253179,3.2e-08,0.0035130801495061,67.89424860853433,255.0,63.0,26.53366161750847,24322.090654205607,65160.0,0.0,30950.74511400885,malware
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,28.307692307692307,1.1647058823529413,2.0,0.9863427255869732,130.71176470588236,2469.0,40.0,331.26316956258586,12,12,0.0,0.0,60.0,170,89,328.9783800912669,13,13,3,3,3,170,0,0,0,19.811764705882354,24.0,16.0,3.9955684794592714,0.0026774187411764,0.024920116,3.3e-08,0.0046770478803116,143.59411764705882,255.0,61.0,94.34769843876448,31242.423529411764,65535.0,660.0,30132.92936673471,malware
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,2.651942522618414,2.0,2.0,0.0,336.64202127659576,2948.0,52.0,705.1455041036684,2,2,1460.0,0.0,66.0,1880,928,705.6791917685077,161,161,2,1,2,1722,315,316,0,16.210106382978722,24.0,2.0,5.0339278675718715,0.0016613074468085,0.018097,0.0,0.0041460310237813,63.5063829787234,64.0,63.0,0.4999592559223406,11292.486170212766,65160.0,477.0,24007.168320148387,web
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,2.921453692848769,1.947747747747748,2.0,0.3190206993896664,62.13243243243243,720.0,40.0,50.32028527641202,207,35,1460.0,0.0,60.0,1707,1455,50.74780955370215,648,371,5,5,5,435,49,673,0,8.789617486338798,24.0,2.0,8.645645041170102,0.0011674030855301,0.032142923,2.8e-08,0.0027701540976326,68.23333333333333,255.0,63.0,27.43464907685115,39667.05282331512,65160.0,0.0,30960.054361725503,malware
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.0121952409291797,2.9268578230031512e-05,2.0,0.0076509018952272,28.00076098303398,163.0,28.0,0.2432403169642137,7,7,0.0,0.0,60.0,409997,2684,38.64654648937672,2,2,4,4,3,9,0,0,0,21.333333333333332,24.0,16.0,3.7712361663282534,1.2185832630482664e-05,0.001314979,2.6e-08,6.119991045853378e-05,65.25036341817969,255.0,64.0,15.403116703927116,45398.0,65535.0,5124.0,28478.018505507014,ddos
0.0,0.0,6,0,0.0,0,12.28,20.0,0.0,0.0848824378236142,0.5855604985227697,1.0,0.4926250106242426,1022.657248616158,1500.0,328.0,567.413859525961,9,8,0.0,0.0,60.0,58906,38,485.54108421005486,9342,4996,8,6,3,0,0,0,0,0.0,0.0,0.0,0.0,8.485473846467253e-05,0.000683235,2.5e-08,0.0001327461704148,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,ddos
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.0114094296654298,2.0,2.0,0.0,36.0,36.0,36.0,0.0,4,3,0.0,0.0,60.0,438235,9,0.0,868,436,4,3,2,0,0,0,0,0.0,0.0,0.0,0.0,1.1400842504592285e-05,0.000781647,-4.1e-08,5.819885014644537e-05,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,dos
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,26.966101694915253,1.1560693641618498,2.0,0.98774609772457,129.0635838150289,2567.0,40.0,361.7037102267277,16,16,0.0,0.0,60.0,178,92,359.64071081670056,16,16,4,4,3,173,0,0,0,19.838150289017342,24.0,16.0,3.9967242425585,0.0107761070505617,0.222752604,6e-08,0.0281077886517451,144.42196531791907,255.0,61.0,94.48039208546436,32122.976878612717,65535.0,501.0,30380.01527718905,mitm
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,10.596153846153848,1.0,2.0,1.0,42.0,44.0,40.0,2.0,3,3,1460.0,0.0,60.0,469,235,0.0,233,233,2,2,2,232,0,232,0,11.0,20.0,2.0,9.0,0.0003993721044776,0.075043734,3e-08,0.0035080902076408,55.66163793103448,64.0,37.0,9.637377526746786,512.0,1024.0,0.0,512.0,recon
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,122.0,1.4857142857142858,2.0,0.8741176309016203,135.31428571428572,2030.0,52.0,328.67880729877754,4,4,1460.0,0.0,66.0,35,19,391.9231429757625,14,7,6,4,5,11,2,2,0,16.5,24.0,2.0,5.220153254455275,0.0099287714285714,0.046402,0.0,0.0127095974581319,74.68571428571428,117.0,63.0,20.881668554803117,11202.75,65160.0,501.0,23925.434649918065,web
0.0,0.0,6,0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,60.0,2,1,0.0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0155679999999999,0.029278,0.001858,0.01371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.0305226080958165,0.0,0.0,0.0,40.0,40.0,40.0,0.0,2,1,0.0,0.0,60.0,163814,0,0.0,65916,1,1,1,0,0,163814,0,0,5.0,5.0,5.0,0.0,3.04993135385254e-05,0.001117764,2.5e-08,0.0001015515449929,64.0,64.0,64.0,0.0,512.0,512.0,512.0,0.0,dos
0.0,0.0,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,60.0,2,1,0.0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.010487,0.020973,1e-06,0.0104859999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,web
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,1.454280722189866,0.0502189781021897,2.0,0.3129153406957724,43.50802919708029,1983.0,40.0,68.51542749005608,13,13,1448.0,12.0,60.0,3435,83,67.97976613337534,3243,3243,4,4,4,3424,0,2,0,19.987153284671532,24.0,2.0,0.8765284451687336,1.1394131295487628e-05,0.000922374,2.6e-08,5.8348001161139826e-05,250.19532846715327,255.0,61.0,29.93838112370424,6831.75503649635,65535.0,501.0,8135.287106934558,dos
0.0,0.0,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.0306494621019401,1.225970969007454e-05,2.0,0.0049516935567205,40.00187573558258,346.0,40.0,0.7576091141782461,3,2,0.0,0.0,60.0,163136,1,0.8071260497454428,65916,2,2,1,1,0,163135,0,0,5.0,5.0,5.0,0.0,3.060441360582582e-05,0.031056002,2.6e-08,0.0001274935826424,64.0,64.0,64.0,0.0,512.0,512.0,512.0,0.0,dos
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,181.15384615384616,0.8333333333333334,2.0,0.9860132971832694,145.95833333333334,429.0,40.0,141.32394205237208,5,4,1460.0,0.0,54.0,27,15,141.30561220866872,6,5,5,4,5,20,0,2,0,19.047619047619047,24.0,2.0,5.331632381820344,0.0200155925925925,0.126012,0.0,0.0307372623594317,241.875,255.0,110.0,28.7087566490319,32594.428571428572,65535.0,2061.0,31408.2401616904,benign
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,144.79310344827587,1.6,2.0,0.8,142.5,2031.0,52.0,354.72136952825383,5,4,1460.0,0.0,66.0,30,17,410.2261546194785,12,7,4,3,4,11,2,4,0,14.428571428571429,24.0,2.0,7.00728483910327,0.0102406999999999,0.097377,0.0,0.0181546850136082,73.6,119.0,63.0,20.653651815921897,18779.5,65160.0,501.0,28897.99410426267,web
4.0,7.042726744663604,2,1,1003.75,5,0.0,20.0,0.0,446.1111111111111,1.0,2.0,1.0,47.6,56.0,40.0,7.605261336732627,2,2,0.0,0.0,60.0,10,5,7.605261336732617,2,2,2,1,1,10,0,0,0,20.0,24.0,16.0,4.0,0.0083672412,0.024324983,1.76e-07,0.0094067497791527,159.5,255.0,64.0,95.5,34463.5,64063.0,4864.0,29599.5,recon
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,49.26315789473684,1.974025974025974,2.0,0.2264363087553598,61.79220779220779,958.0,40.0,103.28102347193976,3,2,1460.0,0.0,60.0,77,39,106.19862880626368,41,40,2,1,2,38,0,38,0,11.0,20.0,2.0,9.0,0.0051415023116883,0.070205181,3.4e-08,0.0101430678000731,64.0,64.0,64.0,0.0,32120.0,64240.0,0.0,32120.0,bruteforce
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,286.64285714285717,1.3333333333333333,2.0,0.9428090415820634,74.0,249.0,40.0,65.44514242223534,4,3,1460.0,0.0,60.0,15,8,67.20932474986884,10,9,3,2,3,9,0,5,0,13.571428571428571,24.0,2.0,8.885898022905135,0.0174994925333333,0.108572872,0.00187768,0.0261354518015947,81.53333333333333,239.0,37.0,62.418871790152984,1439.571428571429,7468.0,0.0,2503.9484166949983,recon
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,17.433691756272403,1.9928571428571429,2.0,0.1193092363463573,57.38928571428571,122.0,40.0,7.474377149670086,3,3,1460.0,0.0,60.0,280,118,8.246210477843624,14,14,3,3,3,275,2,2,0,20.309352517985612,24.0,2.0,4.31802133087142,0.0050295984214285,0.191909465,2.9e-08,0.016415984288757,64.19642857142857,119.0,64.0,3.281003999524798,963.5251798561152,65160.0,0.0,5425.9188080210415,bruteforce
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,24.98901098901099,1.160220994475138,2.0,0.9870811683592174,123.58011049723756,1846.0,40.0,279.3244819815154,16,16,0.0,0.0,60.0,183,96,276.8614945613082,16,16,4,4,4,181,0,0,0,19.80110497237569,24.0,16.0,3.9950520357044614,0.0161669739180327,0.472170103,5.1e-08,0.0490006530027325,144.0331491712707,255.0,61.0,94.40964580790693,31546.97237569061,65535.0,501.0,30317.925914210693,mitm
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,5.662100456621005,1.877659574468085,2.0,0.4792845411073677,63.52925531914894,720.0,40.0,63.54391340923491,180,30,1460.0,0.0,60.0,877,694,63.5575287872232,64,62,5,4,5,316,19,63,0,16.86756756756757,24.0,2.0,6.907988092685009,0.0019792412941847,0.032780801,3.1e-08,0.0043366014915351,74.5372340425532,255.0,63.0,42.99107647151053,11601.9,65160.0,0.0,23972.347173656657,malware
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,0.0,2,1,0.0,0.0,214.0,1,1,0.0,2,1,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.000511,0.000511,0.000511,0.0,255.0,255.0,255.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,8.12290502793296,1.9442896935933147,2.0,0.3291154426237757,56.56267409470752,122.0,40.0,11.175273619984864,3,3,1460.0,0.0,60.0,359,171,14.809851234154804,32,32,3,3,3,309,20,20,0,17.734513274336283,24.0,2.0,5.774551584498677,0.0027589559164345,0.133411707,3.3e-08,0.0096384585855563,65.47353760445682,119.0,64.0,8.714521963733013,4262.967551622419,65160.0,0.0,15133.801592430937,bruteforce
22.5,0.0,2,1,1097.0,35,0.0,20.0,0.0,157.33333333333334,1.0,2.0,1.0,81.63636363636364,243.0,40.0,65.43806610733364,2,2,0.0,0.0,60.0,22,11,65.43806610733364,2,2,2,1,1,22,0,0,0,20.0,24.0,16.0,4.0,0.0106621601363636,0.082030362,8.4e-08,0.0225738831177227,159.5,255.0,64.0,95.5,35375.5,65535.0,5216.0,30159.5,ddos
0.4133333333333333,1.160227946952188,3,2,1009.75,10,0.0,20.0,0.0,0.2390036335819468,1.0306507913737866,2.0,0.9995301541165033,50.305742839382205,81.0,40.0,10.003559545043114,8,8,1460.0,0.0,60.0,20917,10138,0.5669753088215396,6984,6875,3,2,3,10145,0,10768,0,10.730932912542436,24.0,2.0,8.995573061015529,0.000223765981307,0.02636178,2.7e-08,0.000911832956539,156.57284942380338,255.0,64.0,95.45512971812605,35888.871754411135,65535.0,4908.0,29234.97792591104,ddos
43.8,7.4404300950953,2,1,1001.5,10,0.0,20.0,0.0,201.05,1.0,2.0,1.0,50.7,63.0,40.0,10.761505470890206,2,2,0.0,0.0,60.0,21,11,10.761505470890214,2,2,3,1,2,20,0,0,0,20.0,24.0,16.0,4.0,0.0119686336666666,0.077480285,9.3e-08,0.0214114516092964,159.5,255.0,64.0,95.5,35296.5,65535.0,5058.0,30238.5,mitm
1023.0,0.0,2,1,0.0,1,0.0,20.0,0.0,0.5477965358474018,1.1018528670101964,2.0,0.9947994740055924,42.2080912180682,68.0,40.0,2.0258455787569147,3,3,1460.0,0.0,60.0,9123,4097,0.4145760232236977,4861,4857,2,2,2,9121,0,5021,0,18.8981471329898,24.0,16.0,0.9991981593144728,8.335313054916145e-06,0.000531525,2.5e-08,4.610796021098185e-05,149.77305120052625,255.0,64.0,95.00334976753408,37970.989584475385,64240.0,5730.0,29095.898416647273,ddos
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.0303300516217478,0.0,0.0,0.0,40.0,40.0,40.0,0.0,2,1,0.0,0.0,60.0,164854,0,0.0,65916,1,1,1,0,0,164854,0,0,5.0,5.0,5.0,0.0,3.030952379074818e-05,0.000989736,2.5e-08,0.0001013389760156,64.0,64.0,64.0,0.0,512.0,512.0,512.0,0.0,dos
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.0341359841062858,0.0,0.0,0.0,28.0,28.0,28.0,0.0,2,1,0.0,0.0,60.0,146474,0,0.0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.7807930472302252e-05,0.000610997,2.5e-08,7.267796223113213e-05,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,mitm
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,28.091954022988507,1.1812865497076024,2.0,0.9834303162375628,114.64912280701756,2347.0,40.0,315.430115218807,15,14,0.0,0.0,60.0,175,95,313.3923054506822,25,15,5,4,5,161,0,0,0,19.875776397515526,24.0,16.0,3.998070596748608,0.0146105120171428,0.181556277,3.3e-08,0.0301719719289848,142.046783625731,255.0,61.0,94.03649987301944,32425.96894409938,65535.0,660.0,30532.113817328715,bruteforce
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,1.1215302076043854,1.0107326178254783,2.0,0.999942403798645,46.49883341110593,2604.0,40.0,82.07199173804945,16,16,1436.2739593417232,164.8747639058123,60.0,4288,2128,81.63443645863588,1055,1046,6,4,6,2204,15,2047,15,13.035814606741573,2242.0,0.0,59.82651949213165,0.0006847522187499,0.216642244,2.8e-08,0.0062564356974639,59.749650023331775,255.0,37.0,27.60273464677325,2166.2663857677903,65535.0,0.0,9913.218582410704,recon
0.0,0.0,6,0,0.0,0,0.0,0.0,0.0,1000.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,198.0,5,5,0.0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.053551013,0.195401372,0.007358595,0.0727638836664542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,malware
67.4,108.30069251856148,2,1,1005.5,5,0.0,20.0,0.0,36.169117647058826,0.074074074074074,2.0,0.377705149155021,42.62222222222222,62.0,40.0,4.138109546312662,3,3,1460.0,0.0,60.0,137,69,4.004414573544747,66,65,3,2,3,73,0,62,0,11.733333333333333,24.0,2.0,9.035895495600167,0.0204245760437956,0.080352165,3.4e-08,0.0226777649161876,152.74814814814815,255.0,37.0,103.16859402389343,5720.888888888889,64062.0,1024.0,11670.472805596732,recon
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.0067380134760269,1.0799850422071654e-05,2.0,0.0046475352830693,40.00047384343727,121.0,40.0,0.1846078369420745,45,36,0.0,0.0,60.0,740841,45,0.1666198807426188,65916,5,3,3,2,5,740746,0,0,5.000128248223762,24.0,5.0,0.0493629395789389,6.7472996729392675e-06,0.002171514,2.5e-08,4.121488911176861e-05,64.0004940931568,255.0,64.0,0.3009843869287539,512.1025121802063,65535.0,512.0,75.93809691895524,ddos
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,10.7978021978022,1.669603524229075,2.0,0.7427187356866681,95.99118942731278,2717.0,40.0,239.95934845126988,21,21,1460.0,0.0,60.0,456,232,239.3888802341069,32,30,8,7,6,433,6,14,0,19.445945945945947,24.0,2.0,4.735742638638683,0.002441668866228,0.026950809,3.4e-08,0.0046285150194614,94.5704845814978,255.0,52.0,70.23000671006987,14715.682432432432,65535.0,0.0,25729.79927672041,malware
4.0,4.381780460041329,2,1,1013.0,5,0.0,20.0,0.0,364.90909090909093,1.0,2.0,1.0,47.6,56.0,40.0,7.605261336732627,3,3,0.0,0.0,60.0,12,6,7.605261336732617,2,2,3,2,2,10,0,0,0,20.0,24.0,16.0,4.0,0.008490771,0.024154603,1.32e-07,0.0084974881857741,159.5,255.0,64.0,95.5,34764.0,64062.0,5466.0,29298.0,malware
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,309.0,0.0,0.0,0.0,200.0,200.0,200.0,0.0,3,2,0.0,0.0,60.0,4,3,0.0,2,1,2,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.01302185175,0.032830467,0.003257119,0.011909796080054,255.0,255.0,255.0,0.0,0.0,0.0,0.0,0.0,recon
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,79.37704918032787,2.0,2.0,0.0,50.0,60.0,40.0,10.0,3,3,1460.0,0.0,60.0,62,31,0.0,31,31,2,2,2,30,0,30,0,11.0,20.0,2.0,9.0,0.0183619813548387,0.16094044,0.000417096,0.0340528276194755,64.0,64.0,64.0,0.0,32120.0,64240.0,0.0,32120.0,bruteforce
0.0,0.0,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,web
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.0067460134920269,8.64413967849203e-05,2.0,0.0131482060165926,40.00453277074391,331.0,40.0,0.8827353131425449,10,10,0.0,0.0,60.0,740388,8,0.8223591803581731,65916,9,3,3,2,32,740358,0,0,5.000718544110774,25.0,5.0,0.1121218281124035,6.75259254201851e-06,0.001145058,2.5e-08,4.086895027606039e-05,63.99961101371447,64.0,46.0,0.0744506766819873,512.0081835691112,5098.0,66.0,9.47965616590985,ddos
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,0.0,2,1,0.0,0.0,214.0,1,1,0.0,2,1,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.000590768,0.000590768,0.000590768,0.0,255.0,255.0,255.0,0.0,0.0,0.0,0.0,0.0,recon
